institution,publisher,collection,years,lengthofagreement,packageprice,carnegiebasicclassification,fte,source,url,notes,value,gbpvalue,usdvalue,createdAt,created_date,_id
Kingston University,Institute of Physics Publishing (IOP),Unclassified,2013,1 year,£ 412,N/A,17680,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,412,412,535,1.61237E+12,2021-02-03 1718.01,FbXjJ2GZb9oyCxd3n
Kingston University,Sage,Unclassified,2013,1 year,"£ 57,825",N/A,17680,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,57825,57825,75172,1.61237E+12,2021-02-03 1718.01,A2PGKB9BGDE6Q7B8P
Kingston University,Wiley,Unclassified,2013,1 year,"£ 104,390",N/A,17680,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,104390,104390,135707,1.61237E+12,2021-02-03 1718.01,sJF8YYEqCy6f4wN8f
Kingston University,Institute of Physics Publishing (IOP),Unclassified,2014,1 year,£ 431,N/A,17680,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,431,431,560,1.61237E+12,2021-02-03 1718.01,NxwEvTcSdEcjxKkTR
Kingston University,Royal Society of Chemistry (RSC),Unclassified,2018,1 year,"£15,782",N/A,17680,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,15782,15782,20516,1.61237E+12,2021-02-03 1718.01,7aFqgEcn85WQDyskx
Kingston University,Sage,Unclassified,2015,1 year,"£62,493",N/A,17680,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,,62493,62493,81240,1.61237E+12,2021-02-03 1718.01,PW78QuqEnWuHTtkJ3
Kingston University,Sage,Unclassified,2017,1 year,"£65,835",N/A,17680,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,65835,65835,85585,1.61237E+12,2021-02-03 1718.01,YrS2wdAP4RvNyEfYi
Kingston University,Springer Nature,Unclassified,2018,1 year,"£68,284",N/A,17680,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,"Academic year; Figures include VAT. Springer figures given in EUR (2016/17 = 33,240.66 EUR, 2017/18 = 40,264.50 EUR, 2018/19 = 40,990.30 EUR). Converted based on exchange rate from xe.com on 1 Jan 2017 (0.8525636154), 1 Jan 2018 (0.8892469109), and 1 Jan 2019 (0.9100685503).",68284,68284,88769,1.61237E+12,2021-02-03 1718.01,WPqNGhrdauMaf2BEX
Kingston University,Taylor & Francis,Unclassified,2016,1 year,"£122,864",N/A,17680,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,,122864,122864,159723,1.61237E+12,2021-02-03 1718.01,kPyDpepve5wqXHajb
Kingston University,Taylor & Francis,Unclassified,2019,1 year,"£140,342",N/A,17680,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,140342,140342,182444,1.61237E+12,2021-02-03 1718.01,Q2FQx2mpiwnJDdSug
Lancaster University,Institute of Physics Publishing (IOP),Unclassified,2010,1 year,"£ 28,033",N/A,17090,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,28033,28033,36442,1.61237E+12,2021-02-03 1718.01,34rjc8CKnekZPbPb8
Lancaster University,Wiley,Unclassified,2010,1 year,"£ 137,428",N/A,17090,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,137428,137428,178656,1.61237E+12,2021-02-03 1718.01,TzFYsxykWbq4qaXsY
Lancaster University,Institute of Physics Publishing (IOP),Unclassified,2011,1 year,"£ 28,156",N/A,17090,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,28156,28156,36602,1.61237E+12,2021-02-03 1718.01,m7RLjNAwbjGFrCwj3
Lancaster University,Wiley,Unclassified,2011,1 year,"£ 137,116",N/A,17090,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,137116,137116,178250,1.61237E+12,2021-02-03 1718.01,6oqis5MBA46pLfqoS
Lancaster University,Taylor & Francis,Unclassified,2012,1 year,"£ 97,330",N/A,17090,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,97330,97330,126529,1.61237E+12,2021-02-03 1718.01,vwf96yk25mdmSMts6
Lancaster University,Cambridge University Press (CUP),Unclassified,2012,1 year,"£ 17,751",N/A,17090,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,17751,17751,23076,1.61237E+12,2021-02-03 1718.01,vZZewRKLDra958rmA
Lancaster University,Institute of Physics Publishing (IOP),Unclassified,2013,1 year,"£ 32,709",N/A,17090,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,32709,32709,42521,1.61237E+12,2021-02-03 1718.01,EkxviLqWfzqGuNHEA
Lancaster University,Taylor & Francis,Unclassified,2014,1 year,"£ 108,101",N/A,17090,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,108101,108101,140531,1.61237E+12,2021-02-03 1718.01,Sa5bmeNvsyCcKmdsN
Lancaster University,Elsevier,Unclassified,2017,1 year,"£544,718",N/A,17090,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year; Figures include VAT.,544718,544718,708133,1.61237E+12,2021-02-03 1718.01,f4wF3b8sZ7LkFapgw
Lancaster University,Elsevier,Unclassified,2018,1 year,"£555,613",N/A,17090,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year; Figures include VAT.,555613,555613,722296,1.61237E+12,2021-02-03 1718.01,DnexBAi9cotSCJHZJ
Lancaster University,Oxford University Press (OUP),Unclassified,2017,1 year,"£52,960",N/A,17090,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year; Figures include VAT.,52960,52960,68848,1.61237E+12,2021-02-03 1718.01,nwkaczTwfKwjhEsgt
Lancaster University,Royal Society of Chemistry (RSC),Unclassified,2017,1 year,"£36,662",N/A,17090,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year; Figures include VAT.,36662,36662,47660,1.61237E+12,2021-02-03 1718.01,ddeJSpeKPJbjukABm
Lancaster University,Wiley,Unclassified,2017,1 year,"£213,042",N/A,17090,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year; Figures include VAT.,213042,213042,276954,1.61237E+12,2021-02-03 1718.01,zGz6N2zvt4DY2dHhL
Leeds Arts University,Wiley,Unclassified,2018,1 year,£257,N/A,1755,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year.,257,257,334,1.61237E+12,2021-02-03 1718.01,aNuQwJKsGSiJSDtNt
Leeds Beckett University,Cambridge University Press (CUP),Unclassified,2018,1 year,"£13,847",N/A,22545,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,13847,13847,18001,1.61237E+12,2021-02-03 1718.01,zuDCM4x97ZFHHQoED
Leeds Beckett University,Oxford University Press (OUP),Unclassified,2017,1 year,"£17,061",N/A,22545,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,17061,17061,22179,1.61237E+12,2021-02-03 1718.01,vqZcyGnRT9pDaQwfB
Leeds Beckett University,Taylor & Francis,Unclassified,2017,1 year,"£126,268",N/A,22545,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,126268,126268,164148,1.61237E+12,2021-02-03 1718.01,E8uTpX8ALXGB9o8qM
Leeds Beckett University,Wiley,Unclassified,2019,1 year,"£113,699",N/A,22545,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,113699,113699,147808,1.61237E+12,2021-02-03 1718.01,Dpog86CLRdp4WRJy5
Leeds Beckett University (formerly Leeds Metropolitan University),Sage,Unclassified,2011,1 year,"£ 49,873",N/A,22545,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,49873,49873,64834,1.61237E+12,2021-02-03 1718.01,2YpbQ52eERupBrPqu
Leeds Beckett University (formerly Leeds Metropolitan University),Oxford University Press (OUP),Unclassified,2013,1 year,"£ 11,879",N/A,22545,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,11879,11879,15442,1.61237E+12,2021-02-03 1718.01,Cz7iE4mAMP6TD6Hro
Leeds Beckett University (formerly Leeds Metropolitan University),Oxford University Press (OUP),Unclassified,2014,1 year,"£ 12,028",N/A,22545,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,12028,12028,15636,1.61237E+12,2021-02-03 1718.01,YaNavB5c9hBEEA9Se
Leeds Beckett University (formerly Leeds Metropolitan University),Sage,Unclassified,2015,1 year,"£76,885",N/A,22545,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16).,76885,76885,99950,1.61237E+12,2021-02-03 1718.01,zq6TrN9zrFewzTPfX
Leeds Beckett University (formerly Leeds Metropolitan University),Springer Nature,Unclassified,2015,1 year,"£10,130",N/A,22545,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16).,10130,10130,13169,1.61237E+12,2021-02-03 1718.01,bCrjjmfuK9siKJCJs
Leeds College of Art,Oxford University Press (OUP),Unclassified,2011,1 year,£ 181,N/A,1795,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,181,181,235,1.61237E+12,2021-02-03 1718.01,iXPYegQw46QSkLAYg
Leeds College of Art,Taylor & Francis,Unclassified,2013,1 year,£ 602,N/A,1795,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,602,602,782,1.61237E+12,2021-02-03 1718.01,upTJbPzABpzzxAoXZ
Leeds College of Art,Taylor & Francis,Unclassified,2016,1 year,"£2,314",N/A,1795,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16).,2314,2314,3008,1.61237E+12,2021-02-03 1718.01,PtbNxk9NWWT83kbD8
Leeds Trinity University,Oxford University Press (OUP),Unclassified,2011,1 year,"£ 3,661",N/A,3520,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,3661,3661,4759,1.61237E+12,2021-02-03 1718.01,Ap72jZjE6hRTqdhLZ
Leeds Trinity University,Sage,Unclassified,2011,1 year,"£ 9,144",N/A,3520,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,9144,9144,11887,1.61237E+12,2021-02-03 1718.01,nBMvB5GMqgxQ7Smtr
Leeds Trinity University,Wiley,Unclassified,2011,1 year,"£ 5,905",N/A,3520,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,5905,5905,7676,1.61237E+12,2021-02-03 1718.01,uJJ996kjbyL7oLE2z
Leeds Trinity University,Elsevier,Unclassified,2012,1 year,"£ 7,333",N/A,3520,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,7333,7333,9532,1.61237E+12,2021-02-03 1718.01,Phia5iQA3DGMWEoRp
Leeds Trinity University,Oxford University Press (OUP),Unclassified,2012,1 year,"£ 3,451",N/A,3520,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,3451,3451,4486,1.61237E+12,2021-02-03 1718.01,fsyo5MWSyfCXX4H8m
Leeds Trinity University,Wiley,Unclassified,2012,1 year,"£ 5,939",N/A,3520,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,5939,5939,7720,1.61237E+12,2021-02-03 1718.01,qX9BtLNJHHh6gzN3d
Leeds Trinity University,Elsevier,Unclassified,2013,1 year,"£ 10,826",N/A,3520,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,10826,10826,14073,1.61237E+12,2021-02-03 1718.01,BMB3ma4sNgN8vrGKT
Leeds Trinity University,Cambridge University Press (CUP),Unclassified,2017,1 year,"£6,444",N/A,3520,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,6444,6444,8377,1.61237E+12,2021-02-03 1718.01,e4BJKKwH2yxDCCTfS
Leeds Trinity University,Elsevier,Unclassified,2015,1 year,"£10,636",N/A,3520,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16). Figures include VAT.,10636,10636,13826,1.61237E+12,2021-02-03 1718.01,9asNzR3neCxmJZie7
Leeds Trinity University,Elsevier,Unclassified,2018,1 year,"£19,188",N/A,3520,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,19188,19188,24944,1.61237E+12,2021-02-03 1718.01,5kN3bDFdj4dsXbiEd
Leeds Trinity University,Oxford University Press (OUP),Unclassified,2019,1 year,"£3,363",N/A,3520,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,3363,3363,4371,1.61237E+12,2021-02-03 1718.01,LRZjazKfXSq5AbBM7
Leeds Trinity University,Springer Nature,Unclassified,2018,1 year,£442,N/A,3520,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,442,442,574,1.61237E+12,2021-02-03 1718.01,tEQMNkuxZMwFS4eMv
Leeds Trinity University,Taylor & Francis,Unclassified,2017,1 year,"£17,419",N/A,3520,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,17419,17419,22644,1.61237E+12,2021-02-03 1718.01,FsoXApwF7SMb3ScQw
Leeds Trinity University,Taylor & Francis,Unclassified,2018,1 year,"£18,839",N/A,3520,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,18839,18839,24490,1.61237E+12,2021-02-03 1718.01,fMzpgPWh573h6hoxs
Leeds Trinity University,Wiley,Unclassified,2015,1 year,"£13,558",N/A,3520,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16). Figures include VAT.,13558,13558,17625,1.61237E+12,2021-02-03 1718.01,iWvqfmvkQawLzL4BJ
Liverpool Hope University,Elsevier,Unclassified,2010,1 year,"£12,900",N/A,5325,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,12900,12900,16770,1.61237E+12,2021-02-03 1718.01,Fts5hKkyJwQnNafbx
Liverpool Hope University,Sage,Unclassified,2011,1 year,"£ 23,381",N/A,5325,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,23381,23381,30395,1.61237E+12,2021-02-03 1718.01,cYFS7mrwh3AeKBBBf
Liverpool Hope University,Elsevier,Unclassified,2012,1 year,"£ 19,008",N/A,5325,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,19008,19008,24710,1.61237E+12,2021-02-03 1718.01,WXCdzKQ9Ycv8CPoxs
Liverpool Hope University,Cambridge University Press (CUP),Unclassified,2014,1 year,"£ 6,680",N/A,5325,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,6680,6680,8684,1.61237E+12,2021-02-03 1718.01,YwRCDn62hP3NE8W59
Liverpool Hope University,Elsevier,Unclassified,2014,1 year,"£ 20,365",N/A,5325,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,20365,20365,26474,1.61237E+12,2021-02-03 1718.01,Hj3mEDj2NbnPWmL7J
Liverpool Hope University,Sage,Unclassified,2014,1 year,"£ 28,365",N/A,5325,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,28365,28365,36874,1.61237E+12,2021-02-03 1718.01,332ZRxyQ3f5Q4xMcQ
